,Product Name,Company,Export Country,Date,Units Sold,unit_price,Profit per unit,Export Value,Destination Port,Transportation Mode,Profit,Cost of goods sold,Profit Margin,company_short
986,Ginger,Prime Agro Exports Nigeria Limited,Austria,2020-12-25,925,13785.14,8374.84,12751254.5,Lagos,Sea,7746727.0,5004527.5,0.61,PAENL
987,Palm Oil,Farmgate Nigeria Limited,France,2021-11-30,809,22118.5,3485.39,17893866.5,Port Harcourt,Sea,2819680.51,15074185.99,0.16,FNL
988,Sesame,Agriplus Nigeria Limited,Sweden,2022-06-11,343,28619.01,8180.16,9816320.43,Lagos,Sea,2805794.88,7010525.55,0.29,ANL
989,Ginger,Greenfield Agro Exporters Nigeria Limited,Belgium,2022-10-01,556,46687.6,6872.49,25958305.6,Lagos,Sea,3821104.44,22137201.16,0.15,GAENL
990,Cashew,Nigeria Agro Export Company,Denmark,2022-01-02,225,27359.34,4792.7,6155851.5,Lagos,Sea,1078357.5,5077494.0,0.18,NAEC
991,Ginger,Golden Farms Nigeria Limited,Sweden,2021-01-28,218,18450.31,3273.85,4022167.58,Lagos,Sea,713699.2999999999,3308468.2800000003,0.18,GFNL
992,Ginger,Agro Allied Exporters Nigeria Limited,Switzerland,2021-05-25,715,36611.18,9363.95,26176993.7,Warri,Sea,6695224.250000001,19481769.45,0.26,AAENL
993,Sesame,Solid Agro Nigeria Limited,Italy,2020-04-22,583,40492.17,5945.15,23606935.11,Port Harcourt,Sea,3466022.4499999997,20140912.66,0.15,SANL
994,Cocoa,Nigerian Export Promotion Council (NEPC),France,2021-03-18,619,35120.03,4158.59,21739298.57,Calabar,Sea,2574167.21,19165131.36,0.12,NEPC
995,Cashew,Nigeria Agro Export Company,Netherlands,2023-06-11,730,49937.99,9149.4,36454732.7,Warri,Sea,6679062.0,29775670.700000003,0.18,NAEC
996,Rubber,Agro Export Nigeria Ltd,Sweden,2023-11-01,952,15607.62,5086.57,14858454.24,Lagos,Sea,4842414.64,10016039.600000001,0.33,AENL
997,Rubber,Agro Allied Exporters Nigeria Limited,Netherlands,2023-08-06,447,49544.5,6381.92,22146391.5,Lagos,Sea,2852718.24,19293673.259999998,0.13,AAENL
998,Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,2023-03-05,315,42814.92,6620.22,13486699.8,Lagos,Sea,2085369.3,11401330.5,0.15,GAENL
999,Cassava,Nigeria Agro Export Company,Denmark,2020-08-09,504,10656.58,9979.02,5370916.32,Lagos,Sea,5029426.08,341490.2400000002,0.94,NAEC
